商品id,商品名称,商品主图,商品详情页链接地址,店铺名称,商品价格(单位：元),商品月销量,收入比率(%),佣金,卖家旺旺,淘宝客短链接(300天内有效),淘宝客链接,淘口令(30天内有效),优惠券总量,优惠券剩余量,优惠券面额,优惠券开始时间,优惠券结束时间,优惠券链接,优惠券淘口令(30天内有效),优惠券短链接(300天内有效),是否为营销计划商品,成团人数,成团价,成团佣金,拼团开始时间,拼团结束时间
609623137707,斜塘衣庄【澈】原创汉服女魏晋风直裾交领长袍男女款春秋非古装,https://img.alicdn.com/i1/2200580199919/O1CN01ALp5OC2N8x9nuf46S_!!2200580199919.jpg,http://item.taobao.com/item.htm?id=609623137707,斜塘衣庄,158,12,3.6,4.97,斜塘衣庄,https://s.click.taobao.com/vsenghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DvN7vyqTAoBpw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECxmSH%2FasWe5AFzFX6mxTfxhcfm37xb4PJdJVTrLHxxn0KjDM9fVy7M%2BiZ%2BQMlGz6FQ%3D%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b3d7_0f1c%4001,￥aXqp1JOXZCT￥,5000,4923,20.0,2020-05-08 00:00:00,2020-06-10 23:59:59,https://uland.taobao.com/coupon/edetail?e=m3%2Fxy7pr9PMNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoKKKm1LgMjlx5N83kqaM7908E8rnYn8sSOBLpqiH63jlemFKyIN1bVX65OH1WfUm95Uf2TiFOebe%2FsNWFCpTyJZa2qROOeEP5OtUAWjn%2BOknP22e3eRtrr%2Fe6hVwoPYqIy%2Fczxa%2BhjACyzc2MbXbIJF2yyKL%2FuyTAI%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b3d7_0f1c%4001,￥Tm751JOXZRT￥,https://s.click.taobao.com/pZnnghv,是,,,,,
614417558352,古装女 汉服红色 古风长袖梢汉服女绯颜坦领配套红色烫金披帛三米,https://img.alicdn.com/i2/2201208928295/O1CN01evtO3N2B99xMOTJoX_!!2201208928295.jpg,http://item.taobao.com/item.htm?id=614417558352,u[2201208928295],137.01,0,27,30.24,恩惠精品百货,https://s.click.taobao.com/5Tinghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DYbm%2BcgzX111w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC90M%2FUdh22z4jshuTyvsMaP6JQvjYaJBImwTQPKLbRS3IYULNg46oBA%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b3fc_0f1d%4001,￥zIrt1JOcOYZ￥,10000,9801,25.0,2020-04-14 00:00:00,2020-06-13 23:59:59,https://uland.taobao.com/coupon/edetail?e=LqB6pqwsh6sNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoKYrk9aK5dQtmFKiCzVxb7as0zZzDCisT4a9RJb3NY74awbAntFj%2BXYEHpTAWQ%2BSRFp4exEq6u%2FYZC8RuP9yxG6fG4xPYCaKkKtUAWjn%2BOknP22e3eRtrr%2Fe6hVwoPYqIy%2Fczxa%2BhjACyzc2MbXbIJF2yyKL%2FuyTAI%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b3fc_0f1d%4001,￥kyyG1JOXkeb￥,https://s.click.taobao.com/nUjnghv,否,,,,,
606716498027,花笑汝/鹤鸣亭/原创传统改良汉服对襟广袖外套大袖衫刺绣女秋装,https://img.alicdn.com/i2/3249720433/O1CN018yJFaa1F4M457KOYC_!!3249720433.jpg,http://item.taobao.com/item.htm?id=606716498027,花笑汝汉服,168,1,3.6,5.33,枫386,https://s.click.taobao.com/8Fjnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3D6pwSb1sjcsNw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC8WNx2Q9qas8CkkN4fnA4ZU3vqA%2Bt1%2BestNzGXWGT4JVxgxdTc00KD8%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b424_0f1e%4001,￥ZT3a1JOXgUs￥,10000,1169,20.0,2020-04-01 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=HpWY00hMVN0NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoIXNiPiiX15GdQtX%2FKi9HtunMSeKRTdbYcZEfOXXcBUy8uRTiT9oEhVZV8pr6FWc0NwfxeLyTx9aD64oLclCEimmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b424_0f1e%4001,￥eapg1JOcu3b￥,https://s.click.taobao.com/TDinghv,是,,,,,
544562810379,山有扶苏 原创越人歌传统汉服女大袖衫两重衣齐腰襦裙套装,https://img.alicdn.com/i2/2733520508/O1CN01lyDwJo1FchmOGVJ4c_!!2733520508.jpg,http://item.taobao.com/item.htm?id=544562810379,山有扶苏汉服,418,16,1.5,5.75,清草凉茶,https://s.click.taobao.com/s9gnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DBrkPogAudcRw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC%2BOkC1Qkwk9ZU%2BzAoDDGRbjee5zRPk9B1kzO%2FJ4v8Tl0omfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b44e_0f97%4001,￥6ppj1JOcz5w￥,1000,800,35.0,2020-05-14 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=dXJmeyORe5cNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoI0YySkKUFWKcAn3RIsJGrToCwFlKRnBHvcB8lyxu2FA2uFqp8TFaHMNg4Gqf8CT4AEpg%2BzNkodQqskUPBn5WCsmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b44e_0f97%4001,￥FZoE1JOXPsM￥,https://s.click.taobao.com/oZnnghv,否,,,,,
614351502879,兰若庭原创汉元素女窄袖汉服对襟大码刺绣改良日常齐胸襦裙套装夏,https://img.alicdn.com/i3/552516426/O1CN01R6GfL21xL9hzonmrJ_!!552516426.jpg,http://item.taobao.com/item.htm?id=614351502879,花重记古风馆,223.44,0,4.5,9.15,tb0746150,https://s.click.taobao.com/Mvgnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DwoDthhco3gtw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC64EAH2u2kPvTy%2FeVxcgLSqiJy7AhBbClYfnmGl3tAeq&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b472_0f98%4001,￥XzvS1JOX3P5￥,1000,994,20.0,2020-04-18 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=%2BXAL4noq%2BHUNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJAbpeSDc3o2taMtOi96wMDmGmdF1Pv2fxpfw4PNOrfakgfTscre%2FnALGbJes29FQqE971nx2MbQ%2FiD6FDAsxmZDfqEFBOhTcy7%2FV%2BkFynd4lD2STGKf3MJvn17DJS%2B%2FCKi5QrILiXIZHt5XKRL3Y19&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b472_0f98%4001,￥jD9o1JOX1g0￥,https://s.click.taobao.com/ekknghv,否,,,,,
615630367646,汉尚华莲原创汉服男女款汝灵大袖衫cp情侣装昙花神马灵兽刺绣夏季,https://img.alicdn.com/i1/124896744/O1CN01JJODz11zgnf6vniB3_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=615630367646,汉尚华莲汉服 穿在身上的历史,499,10,1.5,7.04,尚华莲,https://s.click.taobao.com/dyinghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DAs1mI8LJvg5w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC8qEBcc5M5Z%2F%2Fv5BXMUj63IJw9pAQnRDK7RQZVbKvyBP&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b4a6_0f99%4001,￥IWBh1JOc8n3￥,5000,4750,30.0,2020-05-23 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=pXv%2B4mPe2DMNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoK0zjGjXd%2Fd%2BoLvYqhgqQrZ%2BiOTJoneeGDLcpYNhRU8ZkgfTscre%2FnALGbJes29FQrqARO%2BcmebBKP6F42zTTLJDfqEFBOhTcy7%2FV%2BkFynd4lD2STGKf3MJvn17DJS%2B%2FCKi5QrILiXIZHt5XKRL3Y19&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b4a6_0f99%4001,￥nKNz1JOXbIC￥,https://s.click.taobao.com/nkjnghv,否,,,,,
598383495147,帛妃莱汉服女对襟齐胸襦裙刺绣原创正品【一鹭】六米裙摆日常传统,https://img.alicdn.com/i2/2202328500538/O1CN01pPSkzU1FqRdSFDBcR_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=598383495147,帛妃莱旗舰店,598,4,1.65,8.22,帛妃莱旗舰店,https://s.click.taobao.com/kUjnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3D5btb5Ny3HLxw4vFB6t2Z2ueEDrYVVa64Dne87AjQPk9yINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC%2FGYQM2pvA7oJ17%2BnwpPvU64%2FApvI96NZsA4ynUKHY71Ko03tGVQwBeiZ%2BQMlGz6FQ%3D%3D&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b4c3_1000%4001,￥uOxa1JOX1ZI￥,1000,986,100.0,2020-05-05 00:00:00,2020-06-05 23:59:59,https://uland.taobao.com/coupon/edetail?e=6GbcGY8uT1kNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoINGQq5QzgHlofVWCnTsHFfAPWJF5RuqJE%2F%2F85r%2BOgUjumFKyIN1bVX65OH1WfUm95EiTKDx3mvHMWaO59iMuqiU2LfPd68wrGtUAWjn%2BOknP22e3eRtrr%2Fe6hVwoPYqIy%2Fczxa%2BhjACyzc2MbXbIJFVW6yqqeGJ%2FI%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b4c3_1000%4001,￥wsfu1JOcsgN￥,https://s.click.taobao.com/hfgnghv,是,,,,,
615617718914,原创汉服女夏季仙气飘逸古风绣花对襟齐胸襦裙中国风日常学生仙女,https://img.alicdn.com/i3/3102551884/O1CN01djo33k1PmumSD1jeD_!!3102551884.jpg,http://item.taobao.com/item.htm?id=615617718914,花雅语汉服,218,0,1.5,2.97,花雅语民族风大码女装,https://s.click.taobao.com/ckknghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DmDgmcmbLy%2B1w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC5qGQ5tA9V8MVhAPUMNfQ9ihkEi1KYOsN113CPFu2HEaomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b509_1073%4001,￥BOKB1JOX3PT￥,100000,99701,20.0,2020-04-11 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=W%2FaXBR9o0Y8NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJAxjvQ1TPTomj0je6ccfJE8REmkkw8h%2FWX%2FMh2gj3EwWuFqp8TFaHMNg4Gqf8CT4AUZW6lGvkwyzPZSdLSGCBMmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b509_1073%4001,￥KfWT1JOctSo￥,https://s.click.taobao.com/Apnnghv,否,,,,,
617812035002,汉服古装清新淡雅女夏季薄款仙气飘逸古风中国风学生齐腰襦裙春樱,https://img.alicdn.com/i2/2934841874/O1CN01iNPhfI1PiKp9p71Li_!!2934841874.jpg,http://item.taobao.com/item.htm?id=617812035002,帅帅服饰工厂店,348,0,5.85,18.02,侑祢多好,https://s.click.taobao.com/nBhnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DXlhpa%2BLEy0xw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECwwCKseI4%2BHV1UVyo2hD3g55yawRpghQKTSBvMcREenDomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b57b_1074%4001,￥aeCx1JOX0JQ￥,20000,19993,40.0,2020-05-07 00:00:00,2020-07-06 23:59:59,https://uland.taobao.com/coupon/edetail?e=kaBp2hY2WfYNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoKYfCMFvmaxzkBH%2FJWbB8GMESwh2RG4ew1KVZ5ZksddLmuFqp8TFaHMNg4Gqf8CT4CE6FH%2FM0Bqjq0741qGDowomMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b57b_1074%4001,￥K7EP1JOXllA￥,https://s.click.taobao.com/ZGlnghv,否,,,,,
616935421900,汉服男古风女绣花交领襦裙侠客武侠风传统学生古装情侣CP装夏,https://img.alicdn.com/i2/2207897029368/O1CN01uFlUhA2J4awT94Cys_!!2207897029368.jpg,http://item.taobao.com/item.htm?id=616935421900,凯凯服装工厂店,135,0,5.85,6.73,虞城县凯金商贸店,https://s.click.taobao.com/e0lnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DOc4AqrRtA3Fw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECyPmULvPsQnEhM9Kw7VXrEn2GgVbw%2BX3XQnjeXo5LtFiIYULNg46oBA%3D&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b5b4_1085%4001,￥eQMv1JOcvHB￥,20000,19999,20.0,2020-05-07 00:00:00,2020-07-06 23:59:59,https://uland.taobao.com/coupon/edetail?e=9rhQmJibOoUNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJr3TNlyLjd6QoonXD1y3jlD7Wpm3BTNQ6J2treWg%2BghawbAntFj%2BXYEHpTAWQ%2BSRFp4exEq6u%2FYVxw%2BlpFBliBTwvKgxxvJPmtUAWjn%2BOknP22e3eRtrr%2Fe6hVwoPYqIy%2Fczxa%2BhjACyzc2MbXbIJF2yyKL%2FuyTAI%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b5b4_1085%4001,￥QSKT1JOcyIi￥,https://s.click.taobao.com/9pnnghv,否,,,,,
617199551550,南客行雀灵汉服古装女齐胸对襟襦裙仙女飘逸重工刺绣日常套装春夏,https://img.alicdn.com/i3/2934841874/O1CN01I7nrxa1PiKp936mlN_!!2934841874.jpg,http://item.taobao.com/item.htm?id=617199551550,帅帅服饰工厂店,299,0,5.85,16.03,侑祢多好,https://s.click.taobao.com/8pnnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DbUGWSb5D8j5w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECwwCKseI4%2BHV1UVyo2hD3g4b5V5q%2Fk5H1ewblMU2QWTYomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b5f1_1102%4001,￥AKPL1JOXdBo￥,20000,19995,25.0,2020-05-07 00:00:00,2020-07-06 23:59:59,https://uland.taobao.com/coupon/edetail?e=4LrxBIDDPXwNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJKAdpnfCs6xaHPt944cQ82ESwh2RG4ew1KVZ5ZksddLmuFqp8TFaHMNg4Gqf8CT4ACSkmB05l2z%2F%2FiDDg85rgymMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339024%400b588c5d_0edd_1724797b5f1_1102%4001,￥HAWQ1JOXnCE￥,https://s.click.taobao.com/Rufnghv,否,,,,,
